 Nseed      iq         dt[nsec]         dW[Mev/u]           x[cm]            x'[mrad]          y[cm]            y'[mrad]
      0      1      -0.17986E+00       0.79039E-01      -0.79128E+00      -0.25708E+01      -0.23904E+01      -0.38219E+01
      0      1      -0.52739E-01      -0.31545E-01      -0.21541E+01      -0.35769E+01       0.15637E+01       0.26373E+01
      0      1       0.68342E-01       0.19160E-01       0.24180E+01       0.42206E+01       0.51785E+01       0.97497E+01
      0      1       0.15707E+00      -0.44793E-01       0.80855E+01       0.15643E+02       0.82004E+01       0.16594E+02
      0      1      -0.20945E+00       0.65000E-01       0.43052E+00      -0.26656E+00       0.40150E+01       0.77400E+01
      0      1       0.12741E+00       0.57606E-02      -0.11384E+01      -0.13197E+01      -0.23588E+01      -0.45538E+01
      0      1       0.53343E-01      -0.39591E-01       0.46181E+01       0.97758E+01       0.52279E+00       0.66703E+00
      0      1      -0.10738E-01      -0.17003E-01       0.71531E+01       0.13115E+02       0.26034E+01       0.60874E+01
      0      1       0.29854E-01      -0.22547E-03       0.46682E+01       0.83328E+01       0.65266E+01       0.14327E+02
      0      1      -0.18481E+00       0.50470E-01      -0.37204E+01      -0.62361E+01      -0.95568E+01      -0.19655E+02
      0      1       0.43047E-01      -0.32780E-01       0.48795E+01       0.88590E+01       0.91767E+01       0.18465E+02
      0      1      -0.89373E-01      -0.15331E-02       0.53545E+01       0.91871E+01       0.17880E+01       0.32822E+01
      0      1      -0.14155E+00       0.39362E-01       0.10615E+01       0.12900E+01       0.75145E+01       0.16285E+02
      0      1       0.47937E-01      -0.98748E-02      -0.52299E+00      -0.18140E+01      -0.67291E+01      -0.12973E+02
      0      1      -0.90771E-01      -0.19035E-02       0.36907E+01       0.66528E+01      -0.63466E+01      -0.13075E+02
      0      1       0.10067E-01       0.42258E-01       0.63821E+00       0.98547E+00       0.23912E+01       0.47766E+01
      0      1      -0.16944E+00       0.51030E-01       0.73406E+00       0.57906E+00       0.30416E+01       0.72460E+01
      0      1       0.25712E-01      -0.48377E-02       0.81259E+01       0.17269E+02       0.69565E+01       0.14244E+02
      0      1      -0.86335E-01       0.11254E-01      -0.14579E+01      -0.19708E+01      -0.22381E+01      -0.49138E+01
      0      1       0.64840E-01      -0.15018E-01      -0.42779E+01      -0.70861E+01       0.49429E+01       0.85781E+01
      0      1       0.16261E+00      -0.50610E-01      -0.72498E+01      -0.13162E+02       0.57908E+01       0.12045E+02
      0      1       0.13998E+00      -0.23972E-01      -0.37625E+01      -0.79207E+01      -0.26076E+00       0.73612E+00
