n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_par
  59  rfgap      8.84650       27.96530        0.11036        0.82566        0.96325        2.27372        2.70214        2.86471       14.89787        0.00728           7.50394            12.42235            15.12155             7.60094            13.15478            16.07181            21.54479           102.68869           288.85706          0.00023        0.00395        0.00023       -0.00026        0.24673       -0.07097       -0.81661        0.08966        4.16398        0.12048       -1.79931           8.09774              0.0         10001.0
  60  drift      9.00050       27.96530        0.11036        0.95209        0.46707        2.60956        1.34010        2.50662       14.03536        0.00728           7.50394            12.42235            15.12155             7.60094            13.15478            16.07181            20.80321           103.41147           293.36588          0.00029        0.00395        0.00023       -0.00026        0.24673       -0.05432       -1.10290        0.11922        1.81981        0.02833       -1.57474           6.42085              0.0         10001.0
  61  quad       9.29950       27.96530        0.11036        0.96100        0.66016        2.64194        1.73785        1.90940       12.35268        0.00728           7.50623            12.42025            15.08227             7.60126            13.14192            16.07574            20.83166           103.77088           293.55270          0.00031       -0.00295        0.00029        0.00447        0.24673       -0.16687        1.04218        0.12143       -2.93539        0.05659       -1.00680           3.72061              0.0         10001.0
  62  drift      9.45350       27.96530        0.11036        0.84284        1.20107        2.25939        3.15189        1.61810       11.49047        0.00728           7.50623            12.42025            15.08227             7.60126            13.14192            16.07574            20.05129           104.52033           298.20351          0.00026       -0.00295        0.00036        0.00447        0.24673       -0.14315        0.77761        0.09340       -5.55258        0.18730       -0.74890           2.77595              0.0         10001.0
  63  rfgap      9.45350       28.37636        0.10473        0.84284        1.20107        2.25939        3.15189        1.60641       11.39765        0.00747           7.50644            12.43602            15.08311             7.60842            13.16368            16.12208            20.04986           104.50908           299.88259          0.00026       -0.00278        0.00036        0.00448        0.24857       -0.14241        0.73577        0.09410       -5.63267        0.18852       -0.81625           2.77655              0.0         10001.0
  64  drift      9.76150       28.37636        0.10473        0.69679        2.31469        1.81577        6.15487        1.17748        9.46002        0.00747           7.50644            12.43602            15.08311             7.60842            13.16368            16.12208            18.61021           105.07842           308.60036          0.00018       -0.00278        0.00050        0.00448        0.24857       -0.08758        0.23124        0.06431      -10.97955        0.70018       -0.19777           1.60718              0.0         10001.0
  65  rfgap      9.76150       28.78914        0.10110        0.69679        2.31469        1.81577        6.15487        1.16919        9.38650        0.00747           7.50703            12.43891            15.08661             7.62073            13.24009            16.19583            18.59807           104.76232           307.67200          0.00018       -0.00268        0.00050        0.00455        0.25041       -0.08713        0.20297        0.06478      -11.27251        0.70420       -0.23715           1.60879              0.0         10001.0
  66  drift      9.91550       28.78914        0.10110        0.68355        2.88574        1.79814        7.68913        1.10569        8.33071        0.00747           7.50703            12.43891            15.08661             7.62073            13.24009            16.19583            17.96503           105.95529           311.17559          0.00014       -0.00268        0.00057        0.00455        0.25041       -0.05505       -0.04455        0.06234      -14.07323        1.09453        0.11121           1.48949              0.0         10001.0
  67  quad      10.21450       28.78914        0.10110        0.96957        3.12267        2.52446        8.34127        1.41649        6.26887        0.00747           7.50774            12.44143            15.07138             7.52487            12.84068            15.68807            18.00418           106.10499           311.61524          0.00009       -0.00086        0.00054       -0.00640        0.25041       -0.15621       -2.44586        0.12542        9.14741        1.29796        0.80886           2.43920              0.0         10001.0
  68  drift     10.36850       28.78914        0.10110        1.26637        2.78401        3.34825        7.44710        1.68207        5.21292        0.00747           7.50774            12.44143            15.07138             7.52487            12.84068            15.68807            17.75708           106.02587           312.30007          0.00007       -0.00086        0.00044       -0.00640        0.25041       -0.15723       -3.30322        0.21395        8.14276        1.03169        1.18242           3.48747              0.0         10001.0
  69  rfgap     10.36850       29.20232        0.09506        1.26637        2.78401        3.34825        7.44710        1.67051        5.17517        0.00710           7.50809            12.43250            15.09715             7.52766            12.87061            15.86028            17.75543           106.19023           310.95236          0.00007       -0.00068        0.00044       -0.00623        0.25223       -0.15656       -3.39578        0.21550        7.69215        1.03883        1.09622           3.48960              0.0         10001.0
  70  drift     10.67650       29.20232        0.09506        1.88966        2.15066        5.12215        5.77350        2.26408        6.10000        0.00710           7.50809            12.43250            15.09715             7.52766            12.87061            15.86028            17.36713           106.08571           311.55861          0.00005       -0.00068        0.00025       -0.00623        0.25223       -0.15726       -5.18679        0.47984        5.90820        0.61993        1.79644           6.55338              0.0         10001.0
  71  rfgap     10.67650       29.61627        0.08809        1.88966        2.15066        5.12215        5.77350        2.24866        6.05417        0.00658           7.50692            12.44210            15.14559             7.52723            12.82727            15.96424            17.34672           106.51275           311.89677          0.00005       -0.00036        0.00025       -0.00612        0.25405       -0.15689       -5.39123        0.48338        5.64477        0.62444        1.63884           6.56420              0.0         10001.0
  72  drift     10.83050       29.61627        0.08809        2.21505        1.85202        6.03605        4.98137        2.54249        6.78017        0.00658           7.50692            12.44210            15.14559             7.52723            12.82727            15.96424            17.19589           106.50217           311.86578          0.00005       -0.00036        0.00015       -0.00612        0.25405       -0.15470       -6.34908        0.66418        4.83429        0.46306        1.94807           8.46536              0.0         10001.0
  73  quad      11.12950       29.61627        0.08809        2.20016        1.76697        6.03349        4.75736        3.15092        8.16948        0.00658           7.50163            12.44282            15.25790             7.54870            12.93360            15.91827            17.22700           106.72111           312.50691          0.00004        0.00010        0.00000       -0.00481        0.25405       -0.24183        6.59362        0.65574       -3.18511        0.42031        2.51752          12.97826              0.0         10001.0
  74  drift     11.28350       29.61627        0.08809        1.86018        1.97424        5.11708        5.34000        3.47107        8.89072        0.00658           7.50163            12.44282            15.25790             7.54870            12.93360            15.91827            17.13674           106.71883           312.50024          0.00004        0.00010       -0.00008       -0.00481        0.25405       -0.24794        5.54911        0.46874       -3.59346        0.52470        2.82823          15.83254              0.0         10001.0
  75  rfgap     11.28350       30.02971        0.07603        1.86018        1.97424        5.11708        5.34000        3.44784        8.82235        0.00574           7.50242            12.45800            15.29527             7.53983            12.90011            16.01504            16.96049           106.95932           316.91651          0.00004        0.00046       -0.00008       -0.00482        0.25586       -0.24782        5.35407        0.47203       -3.81779        0.52906        2.47243          16.00596              0.0         10001.0
  76  drift     11.59150       30.02971        0.07603        1.21640        2.41577        3.36187        6.65185        4.00485       10.05482        0.00574           7.50242            12.45800            15.29527             7.53983            12.90011            16.01504            16.82141           106.59075           316.76301          0.00006        0.00046       -0.00022       -0.00482        0.25586       -0.25037        3.41837        0.20184       -4.72454        0.79216        2.95908          21.77385              0.0         10001.0
  77  rfgap     11.59150       30.44362        0.06248        1.21640        2.41577        3.36187        6.65185        3.97849        9.97747        0.00480           7.50313            12.43940            15.31004             7.52469            12.79790            16.14877            16.52054           106.48484           322.19317          0.00006        0.00075       -0.00022       -0.00487        0.25766       -0.25070        3.33602        0.20325       -5.05992        0.79935        2.48446          22.18405              0.0         10001.0
  78  drift     11.74550       30.44362        0.06248        0.91359        2.65167        2.51113        7.34696        4.20841       10.51954        0.00480           7.50313            12.43940            15.31004             7.52469            12.79790            16.14877            16.46614           106.11673           322.05381          0.00007        0.00075       -0.00030       -0.00487        0.25766       -0.24535        2.41700        0.11465       -5.57244        0.96309        2.66058          24.90434              0.0         10001.0
  79  quad      12.04450       30.44362        0.06248        0.60916        2.36159        1.73626        6.61199        4.66086       11.62434        0.00480           7.50317            12.45211            15.30683             7.50004            12.71018            16.16043            16.47969           106.28900           322.57664          0.00011        0.00199       -0.00035        0.00165        0.25766       -0.30666        0.09600        0.05097       10.97796        0.76641        2.98209          30.52200              0.0         10001.0
